,text,likey,retweet
253,1557297934781202432,"RT @STUDIOJHS_: #계략적인_밤 #시리즈 #출간 기념!
#RT이벤트 시작합니다👍

방법▶ 팔로우+RT
당첨▶ 투썸_카페라테
발표▶ 8/16

많은 참여 부탁드립니다!

#N_fic

*이벤트 참여 시 개인정보 수집 및 활용에 동의한 것으로…",2022-08-10 09:28:55
254,1557297934366298112,"RT @hwyah_0622: #호우 #순훈 #영뾰 
사 to the 랑🥰 https://t.co/h5Cv6RakvE",2022-08-10 09:28:55
255,1557297955278692353,"RT @bear_dh66: 🐻 엔시티 해찬 프리쿠라 수요조사 💗

🗓 2022-08-10 17:00 ~ 2022-08-20 23:59

#RT 판매 확정 시 추첨 두 분께 프리쿠라 1set를 드립니다
많은 참여 부탁드려요!!

https://t.co…",2022-08-10 09:29:00
256,1557297954439909378,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:29:00
257,1557297954225983488,RT @antipoint: 생존신고 합니다..통신까지 두절이었는데 좀 전에 전기랑 통신이 복구 되었어요. 온동네가 박살이 났네요. 길이 끊겨 아직도 고립이지만 저희집은 사람과 개들 모두 무사합니다. 아래층은 완전히 침수 되었고 물은 여전히 안나오지만…,2022-08-10 09:29:00
258,1557297951055044609,RT @hanu_jjba: 저희 어머니도 강원도 사시는데 출근길에 큰 소리가 나서 뒤돌아보니 나무가 무너져있었대요 강원도 침수/산사태 피해에 관심 가져주세요 https://t.co/PcvUiNgoYF,2022-08-10 09:28:59
259,1557297949574852614,RT @MewSuppasit_KR: 어제 악천후 속에도 많은 분들이 배웅에 나와주셨습니다. 현장에서 불편한 점 있었을텐데 안내에 따라 너무 멋진 매너도 보여주셨구요. 직접 오시진 못했지만 라이브로 보내주신 마음까지 모든 것에 감사드립니다. 많이 피곤…,2022-08-10 09:28:59
260,1557297948601778183,아니 알림 무음이라 자고 왔더니 알티가 많이 되었네요...다들 공감해주셔서 다행입니다. 이런 일이 앞으로 벌어지지 않으면 좋겠는데...열심히 살아냅시다. 알티가 많이 되다보니 정치계 멘션이나 팔로가 있어서… https://t.co/8P7dMJdbza,2022-08-10 09:28:58
261,1557297947251200002,RT @loveautumn_2019: 아파트 상가에서 돌보는 냥이라고 합니다. 누군가 잃어버린게 아니라는게 다행이라고 생각해요. 많은 관심과 제보 감사합니다!!,2022-08-10 09:28:58
262,1557297946651111424,"RT @TAEDONGGANGBEER: [단독] 윤 대통령, MS 창업자 빌 게이츠 만난다 (출처 : 한국경제 | 네이버 뉴스) https://t.co/kYKSgtqmxc
16일 용산 대통령실에서 회동
저개발국 백신 지원 문제 등 논의
빌 게이츠, 앞…",2022-08-10 09:28:58
263,1557297945216786434,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:28:57
264,1557297941798612992,"도다누키, 이즈미노카미, 오오쿠리카라…… 이상 무려 레어도 3의 굉장하신 (웃음) 타도 님들의 모가지 목록이였습니다! 감사 합니다!",2022-08-10 09:28:57
265,1557297941676584960,"RT @peachpage_net: 갓세븐 박진영, 호우 피해 복구 성금 3천만원 기부[공식입장] (출처 : 뉴스엔 | 네이버 TV연예) https://t.co/0kXh8ChQV7

ෆ @JINYOUNG #박진영 #진영  
ෆ #Jinyoung  #G…",2022-08-10 09:28:57
266,1557297939193614337,"RT @CUBE_PTG: [📢] 키노 Special Single [POSE] 발매 기념 ‘#PICK_THE_POSE’ EVENT 안내

▫참여 기간 : ~ 2022.08.14. (SUN) 6PM (KST)

유니버스 여러분의 많은 참여 바랍니다 💖…",2022-08-10 09:28:56
267,1557297936026849280,RT @ddaengbbi1: 골프장씨발 다 없애고 다시 나무심어라 제발 저 쓰잘데기 없는거 때문에 산사태 더 일어나는데 맨날 천날 새로 밀고만들고 지랄임 머릴 밀어버릴라,2022-08-10 09:28:55
268,1557297934781202432,"RT @STUDIOJHS_: #계략적인_밤 #시리즈 #출간 기념!
#RT이벤트 시작합니다👍

방법▶ 팔로우+RT
당첨▶ 투썸_카페라테
발표▶ 8/16

많은 참여 부탁드립니다!

#N_fic

*이벤트 참여 시 개인정보 수집 및 활용에 동의한 것으로…",2022-08-10 09:28:55
269,1557297934366298112,"RT @hwyah_0622: #호우 #순훈 #영뾰 
사 to the 랑🥰 https://t.co/h5Cv6RakvE",2022-08-10 09:28:55
270,1557297955278692353,"RT @bear_dh66: 🐻 엔시티 해찬 프리쿠라 수요조사 💗

🗓 2022-08-10 17:00 ~ 2022-08-20 23:59

#RT 판매 확정 시 추첨 두 분께 프리쿠라 1set를 드립니다
많은 참여 부탁드려요!!

https://t.co…",2022-08-10 09:29:00
271,1557297954439909378,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:29:00
272,1557297954225983488,RT @antipoint: 생존신고 합니다..통신까지 두절이었는데 좀 전에 전기랑 통신이 복구 되었어요. 온동네가 박살이 났네요. 길이 끊겨 아직도 고립이지만 저희집은 사람과 개들 모두 무사합니다. 아래층은 완전히 침수 되었고 물은 여전히 안나오지만…,2022-08-10 09:29:00
273,1557297951055044609,RT @hanu_jjba: 저희 어머니도 강원도 사시는데 출근길에 큰 소리가 나서 뒤돌아보니 나무가 무너져있었대요 강원도 침수/산사태 피해에 관심 가져주세요 https://t.co/PcvUiNgoYF,2022-08-10 09:28:59
274,1557297949574852614,RT @MewSuppasit_KR: 어제 악천후 속에도 많은 분들이 배웅에 나와주셨습니다. 현장에서 불편한 점 있었을텐데 안내에 따라 너무 멋진 매너도 보여주셨구요. 직접 오시진 못했지만 라이브로 보내주신 마음까지 모든 것에 감사드립니다. 많이 피곤…,2022-08-10 09:28:59
275,1557297948601778183,아니 알림 무음이라 자고 왔더니 알티가 많이 되었네요...다들 공감해주셔서 다행입니다. 이런 일이 앞으로 벌어지지 않으면 좋겠는데...열심히 살아냅시다. 알티가 많이 되다보니 정치계 멘션이나 팔로가 있어서… https://t.co/8P7dMJdbza,2022-08-10 09:28:58
276,1557297947251200002,RT @loveautumn_2019: 아파트 상가에서 돌보는 냥이라고 합니다. 누군가 잃어버린게 아니라는게 다행이라고 생각해요. 많은 관심과 제보 감사합니다!!,2022-08-10 09:28:58
277,1557297946651111424,"RT @TAEDONGGANGBEER: [단독] 윤 대통령, MS 창업자 빌 게이츠 만난다 (출처 : 한국경제 | 네이버 뉴스) https://t.co/kYKSgtqmxc
16일 용산 대통령실에서 회동
저개발국 백신 지원 문제 등 논의
빌 게이츠, 앞…",2022-08-10 09:28:58
278,1557297945271160832,"RT @Sh8cn: #rt 알티 하신분들 중에 엔시티 드림 127 u 개봉앨범 드려용 공식포카도 몇개 넣어드립니다!!😉 배송비 부담 하실수 있으신 분만 참여 부탁드려요😊

#시즈니트친소 #시즈니_트친소 해시태그 좀 빌리겠습니다🙇‍♀️ https://…",2022-08-10 09:28:58
279,1557297945216786434,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:28:57
280,1557297941798612992,"도다누키, 이즈미노카미, 오오쿠리카라…… 이상 무려 레어도 3의 굉장하신 (웃음) 타도 님들의 모가지 목록이였습니다! 감사 합니다!",2022-08-10 09:28:57
281,1557297941676584960,"RT @peachpage_net: 갓세븐 박진영, 호우 피해 복구 성금 3천만원 기부[공식입장] (출처 : 뉴스엔 | 네이버 TV연예) https://t.co/0kXh8ChQV7

ෆ @JINYOUNG #박진영 #진영  
ෆ #Jinyoung  #G…",2022-08-10 09:28:57
282,1557297939193614337,"RT @CUBE_PTG: [📢] 키노 Special Single [POSE] 발매 기념 ‘#PICK_THE_POSE’ EVENT 안내

▫참여 기간 : ~ 2022.08.14. (SUN) 6PM (KST)

유니버스 여러분의 많은 참여 바랍니다 💖…",2022-08-10 09:28:56
283,1557297936026849280,RT @ddaengbbi1: 골프장씨발 다 없애고 다시 나무심어라 제발 저 쓰잘데기 없는거 때문에 산사태 더 일어나는데 맨날 천날 새로 밀고만들고 지랄임 머릴 밀어버릴라,2022-08-10 09:28:55
284,1557297934781202432,"RT @STUDIOJHS_: #계략적인_밤 #시리즈 #출간 기념!
#RT이벤트 시작합니다👍

방법▶ 팔로우+RT
당첨▶ 투썸_카페라테
발표▶ 8/16

많은 참여 부탁드립니다!

#N_fic

*이벤트 참여 시 개인정보 수집 및 활용에 동의한 것으로…",2022-08-10 09:28:55
285,1557297955278692353,"RT @bear_dh66: 🐻 엔시티 해찬 프리쿠라 수요조사 💗

🗓 2022-08-10 17:00 ~ 2022-08-20 23:59

#RT 판매 확정 시 추첨 두 분께 프리쿠라 1set를 드립니다
많은 참여 부탁드려요!!

https://t.co…",2022-08-10 09:29:00
286,1557297954439909378,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:29:00
287,1557297954225983488,RT @antipoint: 생존신고 합니다..통신까지 두절이었는데 좀 전에 전기랑 통신이 복구 되었어요. 온동네가 박살이 났네요. 길이 끊겨 아직도 고립이지만 저희집은 사람과 개들 모두 무사합니다. 아래층은 완전히 침수 되었고 물은 여전히 안나오지만…,2022-08-10 09:29:00
288,1557297951055044609,RT @hanu_jjba: 저희 어머니도 강원도 사시는데 출근길에 큰 소리가 나서 뒤돌아보니 나무가 무너져있었대요 강원도 침수/산사태 피해에 관심 가져주세요 https://t.co/PcvUiNgoYF,2022-08-10 09:28:59
289,1557297949574852614,RT @MewSuppasit_KR: 어제 악천후 속에도 많은 분들이 배웅에 나와주셨습니다. 현장에서 불편한 점 있었을텐데 안내에 따라 너무 멋진 매너도 보여주셨구요. 직접 오시진 못했지만 라이브로 보내주신 마음까지 모든 것에 감사드립니다. 많이 피곤…,2022-08-10 09:28:59
290,1557297948601778183,아니 알림 무음이라 자고 왔더니 알티가 많이 되었네요...다들 공감해주셔서 다행입니다. 이런 일이 앞으로 벌어지지 않으면 좋겠는데...열심히 살아냅시다. 알티가 많이 되다보니 정치계 멘션이나 팔로가 있어서… https://t.co/8P7dMJdbza,2022-08-10 09:28:58
291,1557297947251200002,RT @loveautumn_2019: 아파트 상가에서 돌보는 냥이라고 합니다. 누군가 잃어버린게 아니라는게 다행이라고 생각해요. 많은 관심과 제보 감사합니다!!,2022-08-10 09:28:58
292,1557297946651111424,"RT @TAEDONGGANGBEER: [단독] 윤 대통령, MS 창업자 빌 게이츠 만난다 (출처 : 한국경제 | 네이버 뉴스) https://t.co/kYKSgtqmxc
16일 용산 대통령실에서 회동
저개발국 백신 지원 문제 등 논의
빌 게이츠, 앞…",2022-08-10 09:28:58
293,1557297945216786434,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:28:57
294,1557297941798612992,"도다누키, 이즈미노카미, 오오쿠리카라…… 이상 무려 레어도 3의 굉장하신 (웃음) 타도 님들의 모가지 목록이였습니다! 감사 합니다!",2022-08-10 09:28:57
295,1557297941676584960,"RT @peachpage_net: 갓세븐 박진영, 호우 피해 복구 성금 3천만원 기부[공식입장] (출처 : 뉴스엔 | 네이버 TV연예) https://t.co/0kXh8ChQV7

ෆ @JINYOUNG #박진영 #진영  
ෆ #Jinyoung  #G…",2022-08-10 09:28:57
296,1557297939193614337,"RT @CUBE_PTG: [📢] 키노 Special Single [POSE] 발매 기념 ‘#PICK_THE_POSE’ EVENT 안내

▫참여 기간 : ~ 2022.08.14. (SUN) 6PM (KST)

유니버스 여러분의 많은 참여 바랍니다 💖…",2022-08-10 09:28:56
297,1557297936026849280,RT @ddaengbbi1: 골프장씨발 다 없애고 다시 나무심어라 제발 저 쓰잘데기 없는거 때문에 산사태 더 일어나는데 맨날 천날 새로 밀고만들고 지랄임 머릴 밀어버릴라,2022-08-10 09:28:55
298,1557297934781202432,"RT @STUDIOJHS_: #계략적인_밤 #시리즈 #출간 기념!
#RT이벤트 시작합니다👍

방법▶ 팔로우+RT
당첨▶ 투썸_카페라테
발표▶ 8/16

많은 참여 부탁드립니다!

#N_fic

*이벤트 참여 시 개인정보 수집 및 활용에 동의한 것으로…",2022-08-10 09:28:55
299,1557297934366298112,"RT @hwyah_0622: #호우 #순훈 #영뾰 
사 to the 랑🥰 https://t.co/h5Cv6RakvE",2022-08-10 09:28:55
300,1557297955278692353,"RT @bear_dh66: 🐻 엔시티 해찬 프리쿠라 수요조사 💗

🗓 2022-08-10 17:00 ~ 2022-08-20 23:59

#RT 판매 확정 시 추첨 두 분께 프리쿠라 1set를 드립니다
많은 참여 부탁드려요!!

https://t.co…",2022-08-10 09:29:00
301,1557297954439909378,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:29:00
302,1557297954225983488,RT @antipoint: 생존신고 합니다..통신까지 두절이었는데 좀 전에 전기랑 통신이 복구 되었어요. 온동네가 박살이 났네요. 길이 끊겨 아직도 고립이지만 저희집은 사람과 개들 모두 무사합니다. 아래층은 완전히 침수 되었고 물은 여전히 안나오지만…,2022-08-10 09:29:00
303,1557297951055044609,RT @hanu_jjba: 저희 어머니도 강원도 사시는데 출근길에 큰 소리가 나서 뒤돌아보니 나무가 무너져있었대요 강원도 침수/산사태 피해에 관심 가져주세요 https://t.co/PcvUiNgoYF,2022-08-10 09:28:59
304,1557297949574852614,RT @MewSuppasit_KR: 어제 악천후 속에도 많은 분들이 배웅에 나와주셨습니다. 현장에서 불편한 점 있었을텐데 안내에 따라 너무 멋진 매너도 보여주셨구요. 직접 오시진 못했지만 라이브로 보내주신 마음까지 모든 것에 감사드립니다. 많이 피곤…,2022-08-10 09:28:59
305,1557297948601778183,아니 알림 무음이라 자고 왔더니 알티가 많이 되었네요...다들 공감해주셔서 다행입니다. 이런 일이 앞으로 벌어지지 않으면 좋겠는데...열심히 살아냅시다. 알티가 많이 되다보니 정치계 멘션이나 팔로가 있어서… https://t.co/8P7dMJdbza,2022-08-10 09:28:58
306,1557297947251200002,RT @loveautumn_2019: 아파트 상가에서 돌보는 냥이라고 합니다. 누군가 잃어버린게 아니라는게 다행이라고 생각해요. 많은 관심과 제보 감사합니다!!,2022-08-10 09:28:58
307,1557297946651111424,"RT @TAEDONGGANGBEER: [단독] 윤 대통령, MS 창업자 빌 게이츠 만난다 (출처 : 한국경제 | 네이버 뉴스) https://t.co/kYKSgtqmxc
16일 용산 대통령실에서 회동
저개발국 백신 지원 문제 등 논의
빌 게이츠, 앞…",2022-08-10 09:28:58
308,1557297945216786434,"RT @ATEEZofficial: [📢] ATINY는 우영이를 생각하면 
어떤 사물이 떠오르나요?👀

아래 링크 접속 후, 설문에 참여해주세요!
🔗  https://t.co/axCdhlUd5g 

사연 채택 시 우영의 폴라로이드 사진을 선물로 드립니…",2022-08-10 09:28:57
309,1557297941798612992,"도다누키, 이즈미노카미, 오오쿠리카라…… 이상 무려 레어도 3의 굉장하신 (웃음) 타도 님들의 모가지 목록이였습니다! 감사 합니다!",2022-08-10 09:28:57
310,1557297941676584960,"RT @peachpage_net: 갓세븐 박진영, 호우 피해 복구 성금 3천만원 기부[공식입장] (출처 : 뉴스엔 | 네이버 TV연예) https://t.co/0kXh8ChQV7

ෆ @JINYOUNG #박진영 #진영  
ෆ #Jinyoung  #G…",2022-08-10 09:28:57
311,1557297939193614337,"RT @CUBE_PTG: [📢] 키노 Special Single [POSE] 발매 기념 ‘#PICK_THE_POSE’ EVENT 안내

▫참여 기간 : ~ 2022.08.14. (SUN) 6PM (KST)

유니버스 여러분의 많은 참여 바랍니다 💖…",2022-08-10 09:28:56
